comments,likes,Target
helo bijy saikal,0,Akhilesh
interview well educated person,0,Akhilesh
इमानदार बोलने गुस्सा कैसा समय,0,Akhilesh
educated leader akhilesh yadav baba isbar gye,3,Akhilesh
ghnta awaj sunate,0,Akhilesh
sp sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp,18,Akhilesh
yogi cm india jay bjp tay bjp,2,Akhilesh
khandan jaanta duniya bevkuf bevkuf banaa bar mukhymantri baap tumne   tarikh munda halke paya paye,0,Akhilesh
jai akhilesh,0,Akhilesh
azam khan jindabad,0,Akhilesh
bhaukaal interview ye akhilesh lanka lagadi aurat,1,Akhilesh
jai akhilesh yadav,10,Akhilesh
श्री अखिलेश श्री अखिलेश श्री अखिलेश,1,Akhilesh
kaam bjp dikha utne kaam comment kaam bakhubi akhilesh socha sochne dikhaya padta,0,Akhilesh
योगीउतर पेपर बेचने वाला योगीप्रश्नपत्र लिक,0,Akhilesh
kranti uttar pradesh,1,Akhilesh
मुकदमे ठोक देना चाहिए ठोका है कहीं कहीं बात निश्चित आधार किसको ठोकना चाहिए  हिंदुत्व ठोका वो पता चलेगा अपराध कितने फेक एनकाउंटर  जातिवाद आधार भेदभाव  किसकी सरकार है पता चल जाएगा अब,0,Akhilesh
हमारे देश पत्रकार ईमानदार गए ईमानदार गए ईमान गोदी मीडिया बेच चुके देश मीडिया पक्ष लेकर चलेगी भाजपा आगे लेकर चलती गोदी मीडिया अबकी बार समाजवाद किसान मजदूर एकता जिंदाबाद,2,Akhilesh
aimim,0,Akhilesh
ganda dikhane image behtar akhilesh ji dusroin keechad uchhalna band desh unnati bat karo jake,0,Akhilesh
gullu golgappa,0,Akhilesh
honesty policy,0,Akhilesh
shi kha jai akhilesh,0,Akhilesh
akhilesh we youth leadership,18,Akhilesh
great cm in indian,0,Akhilesh
जय समाजवाद,17,Akhilesh
अबकी बार अखिलेश सरकार,3,Akhilesh
sarkar party banani aam janta students hit kaam ho,6,Akhilesh
bjp lao mahangayi bdhao,3,Akhilesh
akhilesh yadav dubara bulayga bulayga anjan om anchor banayega akhilesh cm pm hakdar,0,Akhilesh
gullubyr pagal sach,0,Akhilesh
mamta didi pitai bhul gay sarkari totay lag mamta nay keya,0,Akhilesh
tujhko मिर्ची लगी तोमैं करूं,0,Akhilesh
jay shree ram,1,Akhilesh
yogi,0,Akhilesh
जय समाजवाद,0,Akhilesh
gullu card ullu,4,Akhilesh
onley akhilesh yadav jindabad,0,Akhilesh
jeet pakki samajwadi,0,Akhilesh
मंदिर जनता विकास वाला भुखमरी जाने वाली रोजगार मिलेगा भूखमरी हटेगी विकास होगा युवा खुशहाल होगा मंदिर मस्जिद विकास वाला,0,Akhilesh
क्यों दे वोट अखिलेश इंसान पढ़ा लिखा विकास कैसे होगा रेवेन्यू कैसे आएगा रोजगार कैसे मिलेगा इनको सब पता यहां विकास काम याद अच्छी सरकार चलाएंगे सरकार अखिलेश बनाएंगे,61,Akhilesh
akhilesh yadav jindabad,4,Akhilesh
akhilesh yadav jindabaad,0,Akhilesh
din desh neta anchor jhut,0,Akhilesh
allah akbar mahadev,1,Akhilesh
kamse aadmi aapke samne khada sir,9,Akhilesh
vote akhalesh,0,Akhilesh
aayenge baba hi,0,Akhilesh
red,0,Akhilesh
cm banege jai akhilesh,0,Akhilesh
swal modi pucho rey feku,0,Akhilesh
sp sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav,1,Akhilesh
akilesh yadav zindabad akilesh yadav,1,Akhilesh
मुख्यमंत्री आपने पार्टी मुकदमे लादे,0,Akhilesh
bachha tuze,0,Akhilesh
dalal chanl mja bhaiya,1,Akhilesh
यादव आएंगे मोदी योगी,0,Akhilesh
isko emaandar bolne pr अखिलेश यादव मजे,98,Akhilesh
योगीउतर पेपर बेचने वाला योगीप्रश्नपत्र लिक,0,Akhilesh
akhilesh flower samjha fire mai akhilesh akhilesh yadav,0,Akhilesh
great person akhilesh yadav,2,Akhilesh
akhilesh yadav zindabad,0,Akhilesh
यूपी बोर्ड एग्जाम   कब अंजना काहे बता मेरा मूड खराब गाली देने लगू गा मैं। तुम्हें बुरी गाली दूंगा तुम्हें,0,Akhilesh
bip aaegi,0,Akhilesh
akhilesh yadav government,6,Akhilesh
भैया अमिस देवगन बोलती बंद दी,31,Akhilesh
jay akhilesh jay samajjwad,0,Akhilesh
badi imaandar,0,Akhilesh
bjp,1,Akhilesh
amish acche khatirdari shayad,0,Akhilesh
bjp saff gyi bar,0,Akhilesh
jabki sp sivaye gundagardi tijori bharne,0,Akhilesh
bjp jitegi,0,Akhilesh
akelsh,0,Akhilesh
educated person,0,Akhilesh
speech ten yrs,130,Akhilesh
jai akhilesh sp,0,Akhilesh
देंगे bjp वोट   साल हमारी भर्ती पूरी पाई साला छात्र आत्महत्या वैसे नेता लोगो बात रोजगार देगा वोट देंगे,0,Akhilesh
akhlesh yadav gindabad,0,Akhilesh
akhilesh bhaiya superhit,1,Akhilesh
अखिलेश जिन्दाबाद,0,Akhilesh
अबे मोदी योगी देते तेरे इंटरव्यू,1,Akhilesh
टोटी चोर लाल टोपी लगाया लंगूर,0,Akhilesh
akhilesh bhaiya cm,4,Akhilesh
mulayam singh baap chachaa,0,Akhilesh
bhagao anjana,0,Akhilesh
aadmi jhhooth sirf jhhooth,0,Akhilesh
paisa mila didi,1,Akhilesh
ईमानदार अंजना,8,Akhilesh
आऐगा अखिलेश,9,Akhilesh
opposition party leaders media darte small mistake big agenda change ye surprise akhilesh media interview he,0,Akhilesh
gullu godi media,0,Akhilesh
aajmgrah bhukmari,0,Akhilesh
अबकी बार अखिलेश सरकार,0,Akhilesh
bjp pravakta achchi bn,0,Akhilesh
super अखिलेश यादव,6,Akhilesh
वाह अखिलेश भैया गोदी मीडिया टिकैत धोया थाओर आपने बैंड बजा दिया।,23,Akhilesh
anjna om modi,0,Akhilesh
ghanta jeet lena,0,Akhilesh
abki bar akhilesh sarkar,8,Akhilesh
gentlemen akhilesh yadav,0,Akhilesh
great interview,0,Akhilesh
jay akhilesh,0,Akhilesh
akhilesh yadav cm   missan   sit,20,Akhilesh
भाजपा जोरैलिकररहाहैवोपैसा मोदियोगिया गेंडा साहकाहैउसकेबापकानहि येजनताकापैसाहैमोदिकेबापकानहिहै,0,Akhilesh
love rajiv ranjan,1,Akhilesh
jai jwan jai kisan jai smajwad,0,Akhilesh
comment box check karlo imaandar madam,0,Akhilesh
bjp hatao desh bachao vikas badhao,1,Akhilesh
akhileshjhuthkambolakaro,0,Akhilesh
gathbandhan jindabad,0,Akhilesh
ayegi lal topi jai jawan jai kisan,0,Akhilesh
n amish,0,Akhilesh
jai akhilesh,0,Akhilesh
ईमानदार एन्कर,7,Akhilesh
akhlesh,0,Akhilesh
न्यूज़ एटिन उत्तर प्रदेश मोदी चाटुकार,0,Akhilesh
smajwad party zindabad,0,Akhilesh
truth hurts aajtak vey mr akhilesh showing face aajtakbjprss agenda hats guts mr akhilesh,1,Akhilesh
akhilesh ayenge,0,Akhilesh
akiles,0,Akhilesh
nichle estar politics kerdi,0,Akhilesh
jay akhilesh,0,Akhilesh
गठबंधन हवाई समाजवादी रुझान साइकिल भोपाल बना जय अखिलेश जय कार्यकर्ता जय नेता जय समर्थक यूपी मुख्यमंत्री जय लखनऊ यूपी,1,Akhilesh
rupees mila godi media,0,Akhilesh
news bjp waalo trh hindu muslim krte development baat,1,Akhilesh
kewal kaam vote padega,0,Akhilesh
अंजना मैंम आपकी बातों खिसियायत झलक,28,Akhilesh
nishpaksh patrakar,1,Akhilesh
akhilesh yadav aane rok skta jai samjwad jai akhilesh,2,Akhilesh
rld  sp,6,Akhilesh
purn samayojan jai samajvadi,0,Akhilesh
jiyoser,0,Akhilesh
vikalp laayak naalayak sakta,0,Akhilesh
sarak chap faltu anchor,0,Akhilesh
super cm akhilesh,2,Akhilesh
rld jindabad,0,Akhilesh
aacha mahol banarahe news   aaur ankor,0,Akhilesh
अबकी बार   पार हमारे मुख्यमंत्री अखिलेश यादव,7,Akhilesh
akhilesh yadav zindabad,1,Akhilesh
sabbas akhilesh,8,Akhilesh
जय अखिलेश तय अखिलेश यादव,0,Akhilesh
पहली बार कॉमेंट पढ़ा आज अखिलेश वजह कॉमेंट दिखा सब समाजवादी पार्टी अच्छा फीड बैक दे मीडिया कितनी ईमानदार इंटरव्यू बता,26,Akhilesh
ज्यादा दिन बचे शेष अखिलेश   मार्च अंजना योगी अहंकार खत्म ईवीएम सहारा नाले भाजपा   सीट आने मुश्किल जाए अबकी अगर ईवीएम सहारा लेकर जीते पब्लिक रोड उतर आएगी डंडा लेकर,10,Akhilesh
development  riented chief minister akhilesh yadav,2,Akhilesh
निष्पक्ष पत्रकार मज़ा ले,0,Akhilesh
raja bhaiya buldosor,0,Akhilesh
jay bjp tay bjp yogi,0,Akhilesh
working hcl technology  cm,1,Akhilesh
jai vijay akhilesh,10,Akhilesh
akhilesh bhaiya rail,0,Akhilesh
jai aky,0,Akhilesh
jai akhilesh,0,Akhilesh
satta  shayad desh bik chuka,0,Akhilesh
bjp manifesto  sabko chuteya bnaya ese bare hindu muslim karka,0,Akhilesh
abki bar samaj wadi sarkar,0,Akhilesh
love ur tone,0,Akhilesh
pushpraj jain jenny mama engage handsome,0,Akhilesh
radhe krishna jay yadav jay madhav,3,Akhilesh
बात अखिलेश जीअच्छा धोयाअंजना ओम मोदी को,58,Akhilesh
anjana pm modi sawal puchenge,0,Akhilesh
पश्चिमी सपा rld मजबूत मतलब योगी हारना तय,8,Akhilesh
interview  imaandaar,17,Akhilesh
मजा,12,Akhilesh
dear akhilesh bhaiya jindabad,1,Akhilesh
media emaandar janta hume rojgar बीजेपी media hume hindu muslim ladao,0,Akhilesh
ईमानदार पत्रकार हैं,0,Akhilesh
katai jahar kasam maja aa aag laga aag laga,0,Akhilesh
sach sach,0,Akhilesh
amish devgan शर्म करो दलाली बन्द,0,Akhilesh
jayada dar ajna om lag bjp salry,0,Akhilesh
शानदार इंटरव्यूजय अखिलेशबबुआ हमेशा बबुआ रहताबड़ा,66,Akhilesh
dho anjna,1,Akhilesh
bjp,2,Akhilesh
bjp barbaad jaatiwaad party,0,Akhilesh
motivate friend family vote yogi pls,0,Akhilesh
बीजेपी ले जनता अखिलेश,0,Akhilesh
अंजना ओम कश्यप बड़ा ईमानदार पत्रकार मैने पूरी दुनिया देखा,193,Akhilesh
amish devgan शर्म करो दलाली बन्द,0,Akhilesh
yogiraj zindabad,0,Akhilesh
jai jai jai akhilesh,0,Akhilesh
abba pm,0,Akhilesh
sp sp sp sp jai akhilesh yadav,7,Akhilesh
enke channale dhekne mn,0,Akhilesh
visv yuva divas nepotism sarkar htaana,0,Akhilesh
मध्यम इज्जत जिंदगी केवल समाजवादी एलायंस बचा सकती अतः यूपी समाजवादी पार्टी एलायंस जिताकर अखिलेश यादव मुख्यमंत्री बनाना कांग्रेस बहुमत देकर प्रधानमंत्री बनाना,0,Akhilesh
पत्रकार महोदय सर देखिए चुनाव समाज वादी पार्टी बिजेपी टक्कर,0,Akhilesh
आएगा sp,1,Akhilesh
cm akhilesh yadav,0,Akhilesh
interview     pda likha cm chahiye pandit vote sp isbar,2,Akhilesh
चाचा बापका,1,Akhilesh
akela sher akhilesh yadav,0,Akhilesh
jai akhilesh yadav jinda jai samajwad cm akhilesh yadav,5,Akhilesh
anjana om kashyap imandari laga akhilesh,15,Akhilesh
पार्टी घोषणा पत्र प्राथमिक शिक्षक भर्ती   लिखकर दे पार्टी   लाख परिवार प्राथमिक शिक्षक भृतिक उम्मीदवारभरोसा करे सब वोट लेकर मुकर जाते युवाओं वोट सरकार बनाने अहम भूमिका,0,Akhilesh
अखिलेश यादव जिंदाबाद,0,Akhilesh
bjp aayegi,0,Akhilesh
ईमानदार शब्द शायद हजम पा,1,Akhilesh
count kya akhilesh yadav bhartiya janta party bola,0,Akhilesh
“imaandaar patarkaar “dho dala,0,Akhilesh
abki bar spa jai spa,0,Akhilesh
gullu,0,Akhilesh
akhilesh yadav cm prey god   election,8,Akhilesh
jay vijay akhilesh,0,Akhilesh
esi tumne mash lagaya,0,Akhilesh
जय जय श्री कृष्णा,0,Akhilesh
akhilesh bhaiya jindabad,1,Akhilesh
akhilesh bhaiya,2,Akhilesh
अखिलेश भईया जिन्दा जिन्दा जिन्दा जिन्दा,5,Akhilesh
listening feel proud   election giving vote akhilesh,82,Akhilesh
बाइस बाइसकिल,0,Akhilesh
लग सही अखिलेश ।किसान एकता जिंदाबाद,524,Akhilesh
akhilesh sir dil jeet,5,Akhilesh
media chor,0,Akhilesh
जय समाजवादी तय समाजवादी,4,Akhilesh
toti joke day,0,Akhilesh
कोरोना बैठकर ट्विटर ज्ञान दे वोट ट्विटर लेना बबुआ,6,Akhilesh
उत्तर प्रदेश भविष्य निर्भर,61,Akhilesh
law order akhilesh sarkar mafiyaon ticket inko seh  obc kewal yadav aate jatiyon aate saman nazar dekhetab aapse behtar cm present sudhar jaruri,0,Akhilesh
coming   akhilesh bhaiya,1,Akhilesh
imandar,0,Akhilesh
akhilesh kah rah,0,Akhilesh
जय समाजवाद जय अखिलेश तय अखिलेश,0,Akhilesh
liy akhilesh akely,3,Akhilesh
anjana om kashyap haalat jaysay shein waran sachin tendulkar kay haatho sixer khaa sapne sachin tendulkar aane laga thaa anjana om kashyap waqt sudhar     kay tubar kay liyeck rahye,0,Akhilesh
mrs anjana modi,0,Akhilesh
apki sp sarkaar,0,Akhilesh
anjana sach iman dar kripa sachhe hindu dharma te dalaal chennal dekhana bachha papa jhoot deti yesa chennal chalayiye,0,Akhilesh
nice,0,Akhilesh
bhartiya janata party bharat hit babua tod samandari jay modi,0,Akhilesh
peoples decide vote danga mafia retherthen bijali cylender  toilet development work,0,Akhilesh
ghatiya sawal ghatiya akkal jawabkoi counter question patrakaro ne lag sawal   din akhilesh jawab hai wah ghoshna patra,3,Akhilesh
bjp,1,Akhilesh
यादवो चलो मथुरावृंदावन,0,Akhilesh
tumne jawab bina padhe,0,Akhilesh
आयेंगे योगी,0,Akhilesh
अखिलेश साईकिल बार,0,Akhilesh
honest reporter,1,Akhilesh
gullu khus,0,Akhilesh
ayodhya jhuth ram jhuta sabit,0,Akhilesh
anjana om modi mirchi lagi,0,Akhilesh
निष्पक्ष पत्रकार,4,Akhilesh
hathras kand bare bataye bjp beti pariwar,0,Akhilesh
educated indian investing money making masjid mandir create employment  invest money infra   facing problems,0,Akhilesh
pass teachero samayojan,1,Akhilesh
जिगर अखिलेश काखूब जवाब ईमानदार पत्रकार,51,Akhilesh
akhilesh kah,0,Akhilesh
jay samajvad,1,Akhilesh
अखिलेश क्षदुनिया सच्चा निष्पक्ष पत्रकार बोलानमूने थोबड़ा देखने था।,0,Akhilesh
naya dlala achuka version midia,0,Akhilesh
abki bar sapa saaf jai shree ram,0,Akhilesh
संपत्ति ब्यौरा दे दे   साल आपको कितनी संपत्ति,0,Akhilesh
golu payega,0,Akhilesh
असली इंटरव्ह्यू   सुरु,7,Akhilesh
bjp aayegi,1,Akhilesh
bjp लेपटॉप आज मिले युवाओं अमित शाह संकल्प पत्र लाए थेऔर संकल्प पत्र   साल डेटा फ्री अरे भैया सब जुमले bjp हर पेपर लीक गए वो अमित शाह   लाख रोजगार,0,Akhilesh
abki akhilesh sarkar up fool vote bjp,0,Akhilesh
bnd sabd,0,Akhilesh
love amit devgan ur imandaar men,2,Akhilesh
sp gadbandhan government,0,Akhilesh
जिन्ना सवाल जवाब दियाजिन्ना समर्थक अखिलेश नीयत साफ साफ दिख हैफिलहाल पब्लिक सब समझती,2,Akhilesh
अखिलेश सरकार,12,Akhilesh
akhalesh yadav jindabad samajwadi party jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad,1,Akhilesh
ram mandir,0,Akhilesh
walas understand itr,0,Akhilesh
d jilaadhayksh chunav thoko nit chalegee sapa  site,0,Akhilesh
jai jai jai akhilesh,0,Akhilesh
chatukaar  sharm,0,Akhilesh
yo jinda,0,Akhilesh
akhilesh yadav shopurt shivam yadav,1,Akhilesh
development work visible ground unlike yogi dhongi adityanath development work visible newspaper,8,Akhilesh
akhilesh yadav जिंदाबाद,0,Akhilesh
godi media modi media,1,Akhilesh
reply akhilesh yadav quetion,12,Akhilesh
jai akhilesh sarkar,10,Akhilesh
sher akela,0,Akhilesh
जय अखिलेश भैया,0,Akhilesh
jai samajvad,0,Akhilesh
purva mukhyamantri nhipurva chor mantribihar lalu yadav dubaup akhilesh yadav dubaye koum,2,Akhilesh
sp antisocial  muslims party,0,Akhilesh
bjp,0,Akhilesh
akhlesh yadav bhay bjp kaup,0,Akhilesh
top   godi week satya content content,2,Akhilesh
अखिलेश यादव झूठ बोलते गुमराह देश वासी हिंदू राम मंदिर बिरोध क्यो,3,Akhilesh
motivate friend family vote yogi pls,0,Akhilesh
ईमानदार पत्रकारो जय,18,Akhilesh
gundaraj sp,0,Akhilesh
jio sher akhilesh bhaiya,0,Akhilesh
inammder,0,Akhilesh
ईमानदारों काम पोल खोलना ईमानदार,1,Akhilesh
jai jai akhilesh mission,5,Akhilesh
akhilesh,0,Akhilesh
interview,0,Akhilesh
gullu day,0,Akhilesh
oxygen deni ox chhod,12,Akhilesh
modi yogi bjp,2,Akhilesh
अंजना आपके चैनल खरीद लिया भारतीय जनता पार्टी हर जानता सही,92,Akhilesh
godi media inko sawal mele puchege,0,Akhilesh
होश रहकर बोलो वरना j बचा पाएगी चुनाव,1,Akhilesh
brother,0,Akhilesh
akhilesh visionary politician,2,Akhilesh
dum zuth,0,Akhilesh
महिला पत्रकार हूं बीजेपी गुंडों हमारी आवाज दवाई हमारा न्यूज़ चैनल बंद करा गया यह हमारा नया न्यूज़ प्लेटफार्म है सब सहयोग आवश्यकता है सत्य,57,Akhilesh
आपकी रिपोर्टिंग शानदार,0,Akhilesh
bjp darr,0,Akhilesh
sapna dekhna aasan muskil naam,0,Akhilesh
सर पीयूष जैन धन   करोड़ टर्नओवर बताया समाजवादी पता चला चंदा देने वाला छोड़   करोड़,0,Akhilesh
jhut bologe akhilesh ji aaenge yogi,0,Akhilesh
golu sudhro ge bar akhilesh sarkar,1,Akhilesh
jai akhilesh,5,Akhilesh
gribo mseeha sbke prey spa prmukh,0,Akhilesh
समाजवादी पार्टी गोंडा जिले  में  सीटे जीत,22,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
राज तिलक तैयारी भगवाधारी   मार्च,0,Akhilesh
सपा   seat aaegi bahot akhilesh yogi bjp seat joke mt mara kro akhilesh kuch bhii,0,Akhilesh
jabardast akhilesh godi media,0,Akhilesh
akhilesh bhaiya swagat,8,Akhilesh
gajab bezzeti imandar,2,Akhilesh
गुन्डो बदमाशों हमेशा आरती उतारी जाती ऐसा चाहते हैं,0,Akhilesh
patrakaar chorr,0,Akhilesh
nishpaksha sacche patrkar patrakaron  ginti tumhe jhuka bhaiya akhilesh,0,Akhilesh
abp abp channel chor aur,0,Akhilesh
कहो भाई अखिलेश भैया राज बिजली तारो कपड़े सुखाने सुविधा अलग मिलती थींजय समाजवाद डिंपल भाभी जिंदाबाद,5,Akhilesh
imandar sir badi bhakt jhute sale,0,Akhilesh
march akhilesh bhaiya,0,Akhilesh
akhilesh yadav jindabad,6,Akhilesh
gadda mukt sadak aj   ghante pahuchta pahale   ghante,0,Akhilesh
akhilesh yadav   cm,0,Akhilesh
ठाकुर वाद खत्म यूपी,0,Akhilesh
श्री अखिलेश यादव जिंदाबाद समाजवादी पार्टी जिंदाबाद,0,Akhilesh
honest reporter,0,Akhilesh
bdiya dhoya,0,Akhilesh
dalal aajtak walon nam rakhna,0,Akhilesh
हर हर मोदीघर योगी,0,Akhilesh
bd urf gullu,0,Akhilesh
akhilesh coming,0,Akhilesh
ईमानदार,0,Akhilesh
wah bhaeya entru mja agya,0,Akhilesh
आज तरफ सिर्फ अखीलेश यादव दूसरी तरफ पूरे देश मुख्यमंत्री प्रधानमंत्री बड़ी बड़ी फौज खड़ी आज जरूरत सिर्फ बदलाव,65,Akhilesh
अरे भाई कभी योगी यैसे सवाल पूछ लो तिलमिला जाए कहना,8,Akhilesh
उत्तल प्रदेश,0,Akhilesh
godi media,2,Akhilesh
bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp,0,Akhilesh
bjp bhagao,0,Akhilesh
jai,0,Akhilesh
abki bar aa akhilesh bhaiya,0,Akhilesh
aimim akhilesh yadavji zindabad,0,Akhilesh
vijay bhav jai shri ram,0,Akhilesh
akhilesh yadev bot degay chahey cochbi,0,Akhilesh
imandar shabd khush ulta mamla,0,Akhilesh
vah godi midia,0,Akhilesh
यहां सरकार नहीं पत्रकार विपक्ष ईमानदार अंजना कक्षप,3,Akhilesh
aapane uttar pradesh kaam tamaam baths sapna,0,Akhilesh
अबकी बार sc obc minarty sarkar,22,Akhilesh
police station manned yadav family member collecting money sho,0,Akhilesh
aimin zindabad zindabad zindabad zindabad zindabad zindabad zindabad zindabad zindabad zindabad zindabad,0,Akhilesh
godi medea anjana om modi,0,Akhilesh
anjana ईमानदार कहने वो समज ईमानदार बोल शर्म चेहरा लाल,0,Akhilesh
chada chor,0,Akhilesh
tajinder singh virk sp neta uttrakhand lakhimpur khiri bheed jaake dharna dene bulaya uttrakhand se,0,Akhilesh
interview cm,6,Akhilesh
godi media imandar,1,Akhilesh
बढ़िया अखिलेश बाबूप्रवर्तन प्रकृति नियम है।उत्तर प्रदेश आपका पुनः स्वागत,65,Akhilesh
part start  thanks,7,Akhilesh
निस्पछ पत्रकार,0,Akhilesh
bjp cbi ed pangu,0,Akhilesh
akhilesh yadav zindabad,0,Akhilesh
अमीश देवगन बोल खूनी साजिश अगर खूनी साजिश थीतो गिरफ्तार क्यों गया।जबकि रास्ता रोकने बीजेपी कार्यकर्ता निकले। नई गाड़ी pm उसका परदूषण बीमा।और रैली वहां कुर्सी खाली,0,Akhilesh
nichpakchh imandar shoot isliye akhilesh janbujhkar,0,Akhilesh
bhaiya alart ye bjp tareeke apnayenge chori krenge plz bhaiya mind kaam lena bhailove bhaiup krishna,0,Akhilesh
kane kana kahege bura lagega,0,Akhilesh
राज तिलक तैयारी भगवाधारी   मार्च,0,Akhilesh
happy year advance youtube family,45,Akhilesh
shamjwadi     site bi milenga,0,Akhilesh
रैली फालतू चीज साक्षात्कार बढि़या रहता,1,Akhilesh
samajwadi parti jindabad akhilesh yadav jindabad,0,Akhilesh
akhilesh yadav jindabad,2,Akhilesh
shame anjana shame aajtak,0,Akhilesh
jan adhikar party jindabad,0,Akhilesh
देंगे bjp वोट   साल हमारी भर्ती पूरी पाई साला छात्र आत्महत्या वैसे नेता लोगो बात रोजगार देगा वोट देंगे,0,Akhilesh
gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda badgullu jinda gullu jinda gullu gullu jinda gullu jinda,0,Akhilesh
jai akhilesh jai samajwad,0,Akhilesh
sp party,0,Akhilesh
bjp,2,Akhilesh
yogi love,15,Akhilesh
जातिवाद बदनाम व्यक्ति परिवार भाजपा जातिवादी बता है,0,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
samajwadi party jindabad,0,Akhilesh
anjana dho akhilesh,0,Akhilesh
akhilesh bhaiya jindabad,0,Akhilesh
पूरे बीजेपी सत्यानाश होगा अयोध्या असत्य बोला अमित शाह,0,Akhilesh
akhilesh yadav government,1,Akhilesh
voted bjp timei vote sp timebecause baba failed providing jobs,56,Akhilesh
यूपी सिर्फ अखिलेश,0,Akhilesh
yogi singham,0,Akhilesh
रोजगार बात हो,0,Akhilesh
akhilesh yadav jinda,0,Akhilesh
yogi modi jay,0,Akhilesh
इमानदार अमिताभ हूं,1,Akhilesh
गुल्लुआ,0,Akhilesh
akhilesh,1,Akhilesh
lolone godi media the news,0,Akhilesh
आज कानून बीजेपी नेता जेब,0,Akhilesh
imandar nispaksh patalkar,3,Akhilesh
akhilesh yadav jindabad,1,Akhilesh
anti romeo sqad,1,Akhilesh
samajwadi aatankwadi rakhna party naam,0,Akhilesh
कहो भाई अखिलेश भैया राज बिजली तारो कपड़े सुखाने सुविधा अलग मिलती थींजय समाजवाद डिंपल भाभी जिंदाबाद,2,Akhilesh
अखिलेश यादव सरकार हैं।,31,Akhilesh
aayenge baba,1,Akhilesh
sp jindabad jindabad akhilesh yadav jindabaad,2,Akhilesh
भाजपा बेचैन हैएस पी ग्राफ निरंतर बढ़ता हैटेनी भाजपा ले डूबेगा चमचा पत्रकार भाजपा,0,Akhilesh
सुनना देखना,1,Akhilesh
bjp hatao economy bachao,2,Akhilesh
yogi akhilesh leader indialast years feel govt hso time yogi better,3,Akhilesh
pakka rukwa akhilesh yadav uttar pradesh aa,0,Akhilesh
समाजवादी पार्टी jindabad,1,Akhilesh
हिसाब लेने समय sarkar से। किसानों आय दोगुनी करनी वो इनको महगाई दोगुनी करनी थी। बेरोजगारी time peak,0,Akhilesh
aapke bjp,0,Akhilesh
akilesh yadav chor,0,Akhilesh
हार इंन्टरबीयु पत्रकार इमानदार बोलके बात घुमाता,0,Akhilesh
imaaandar,0,Akhilesh
भैया चैनल अच्छा गोदी मिडिया,1,Akhilesh
jai shri raam   crore hindu bhaiyo,2,Akhilesh
gutakha,0,Akhilesh
discussion,0,Akhilesh
akhilesh,1,Akhilesh
akhilesh yadav jo soyenge aapko sapna aayega,0,Akhilesh
dirty politics bjp,0,Akhilesh
jay yadav sarkar mishn   yadav sarkar,1,Akhilesh
akhilesh,0,Akhilesh
विकास बाबा योगी बाबा,0,Akhilesh
समाजबादी वोट देते मुगलो बंसज निकले   संतो लाठीचार्ज कावड़ यात्रा। मंदिर मयक गजयबद हज हाउस काविस्तान बॉउंड्री इसलिए जय हिन्दू,0,Akhilesh
yogi baba aayenge,0,Akhilesh
जय अखिलेश तयं अखिलेश समाजवादी पार्टी जिन्दा,13,Akhilesh
yogi jindabad jay shri ram bjp,1,Akhilesh
akhiles yadav pradesh ke lie,0,Akhilesh
gadha khuda girgaya,0,Akhilesh
amish devgan शर्म करो दलाली बन्द,0,Akhilesh
bsp,0,Akhilesh
ईमानदार पत्रकार  अंजना ओम कश्यप  अखिलेश भाषा,31,Akhilesh
jay akhilesh,5,Akhilesh
absolutely genuine person cm basis work development,163,Akhilesh
dhanyawad akhilesh,48,Akhilesh
tips toti,0,Akhilesh
aayega akhilesh yadav hi chahe amit shah yogi modi cabinet sare bjp cm aajaye le jitengi bjp mb,0,Akhilesh
अखिलेश भैया जल्दी आयेंगे,0,Akhilesh
ameeshanjanaimandar ghoshitabi list lambi,1,Akhilesh
akhilesh mast aadmi acchi baat bolate,0,Akhilesh
beautiful anchor politician,16,Akhilesh
बोलना चाहती हो।।। इंटरव्यू हमने देखा है।।। इनाम दार,0,Akhilesh
आज पता चला चैनल ईमानदार शब्द सुनना पंसद लग अखिलेश दलाल बोलना चाहिए शायद अच्छा लगता,70,Akhilesh
akhilesh aana pakka hai wait watch,2,Akhilesh
akhilesh zindabad,0,Akhilesh
yadav buddhi   baje khulti isliye mananiy shri akhilesh   baje program chahie vah jite jivan aacharya pandit shrikant mishra,0,Akhilesh
akhilesh bhaiya jaldi aao,0,Akhilesh
sir…adhikari,0,Akhilesh
abp walo mandir avale koe question puch,0,Akhilesh
